,poet,poem,dynasty,setiments,title,arousal
91,范成大,情知万法本来空|犹复将心奉八风|逆顺境来欣戚变|咄哉谁是主人翁,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",偶箴,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}"
92,黄庭坚,酒因咀嚼还知味|诗就呻吟不要工|王谢风流看二妙|病夫直欲卧墙东,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",次韵谢公定王世弼赠答二绝句,"{'holistic': '4', 'line1': '1', 'line2': '2', 'line3': '3', 'line4': '4'}"
93,王安石,太虚无实可追寻|叶落松枝谩古今|若见桃花生圣解|不疑还自有疑心,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",寓言二首,"{'holistic': '3', 'line1': '3', 'line2': '2', 'line3': '3', 'line4': '2'}"
94,元好问,东野穷愁死不休|高天厚地一诗囚|江山万古潮阳笔|合在元龙百尺楼,元,"{'holistic': '3', 'line1': '2', 'line2': '3', 'line3': '3', 'line4': '3'}",论诗三十首,"{'holistic': '2', 'line1': '1', 'line2': '2', 'line3': '3', 'line4': '3'}"
95,连横,才人不偶伤鶧鹉|楚客高歌哭凤凰|今日宁南门下过|招魂一恸菜畦狂,近现代,"{'holistic': '1', 'line1': '2', 'line2': '1', 'line3': '3', 'line4': '1'}",城南杂诗十二首,"{'holistic': '5', 'line1': '3', 'line2': '5', 'line3': '3', 'line4': '5'}"
96,陆游,洮河马死剑锋摧|緑发成丝每自哀|几岁中原消息断|喜闻人自蔡州来,宋,"{'holistic': '4', 'line1': '2', 'line2': '2', 'line3': '2', 'line4': '4'}",估客有自蔡州来者感怅弥日二首,"{'holistic': '5', 'line1': '3', 'line2': '2', 'line3': '3', 'line4': '5'}"
97,廖刚,碧波楼下银塘晚|丽日亭前瑶草新|和气满城催燕乐|风流太守最宜春,宋,"{'holistic': '5', 'line1': '5', 'line2': '5', 'line3': '5', 'line4': '5'}",丙申春贴子八首,"{'holistic': '3', 'line1': '3', 'line2': '4', 'line3': '3', 'line4': '4'}"
98,张籍,丘公已殁故人稀|欲过街西更访谁|每到子城东路上|忆君相逐入朝时,唐,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '3', 'line4': '2'}",哭丘长史,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '3', 'line4': '2'}"
99,晁逈,宜城徵美酝|汉水得佳鲂|登岘思前哲|游池醉夕阳,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '3', 'line4': '4'}",诗一首,"{'holistic': '3', 'line1': '4', 'line2': '3', 'line3': '2', 'line4': '3'}"
100,范成大,祗有南风捲路尘|断无南客送车轮|故人合在潇湘见|却向潇湘别故人,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '3', 'line4': '2'}",深溪铺中二绝追路寄呈元将仲显二使君,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '3', 'line4': '2'}"
101,李之仪,窗间多病委枯骸|陌上初收雨后埃|公子风流过京兆|正堪眉妩傍妆台,宋,"{'holistic': '3', 'line1': '2', 'line2': '3', 'line3': '3', 'line4': '4'}",试笔柬赵德麟二绝,"{'holistic': '3', 'line1': '2', 'line2': '2', 'line3': '4', 'line4': '3'}"
102,夏竦,赐羮佳事传青简|续寿长丝献紫宸|帝祉荐彰符盛德|圣心勤恤为生民,宋,"{'holistic': '5', 'line1': '4', 'line2': '5', 'line3': '5', 'line4': '5'}",御阁端午帖子,"{'holistic': '4', 'line1': '4', 'line2': '3', 'line3': '4', 'line4': '3'}"
103,陈与义,酴醾花底当年事|夜雪模糊照酒阑|北省今朝枝上雪|还揩病眼作花看,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '3', 'line4': '2'}",西省酴醾架上残雪可爱戏同王元忠席大光赋诗,"{'holistic': '4', 'line1': '3', 'line2': '2', 'line3': '3', 'line4': '4'}"
104,夏竦,尚方绶带迎嘉节|中禁彤闱纳美祥|畴德珍符方瑞圣|后天宸寿永无疆,宋,"{'holistic': '5', 'line1': '5', 'line2': '5', 'line3': '5', 'line4': '5'}",御阁端午帖子,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}"
105,元好问,轻比韩彭作李阳|高僧久已笑君狂|中原果有刘文叔|肯说铃声替戾冈,元,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",石勒问道图,"{'holistic': '4', 'line1': '3', 'line2': '5', 'line3': '3', 'line4': '4'}"
106,方回,炎炎赫赫忽荒寒|败瓦颓墙百顷宽|谁识旧朝大丞相|手携红妓倚阑干,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '3', 'line4': '3'}",记正月二十五日西湖之游十五首,"{'holistic': '3', 'line1': '2', 'line2': '2', 'line3': '3', 'line4': '3'}"
107,魏了翁,正喜昔闻今见之|泉称第一更何疑|此心好乐先为主|但见忠谋皆我欺,宋,"{'holistic': '4', 'line1': '4', 'line2': '3', 'line3': '4', 'line4': '3'}",丙申携客自康王观东北行十里观谷帘泉,"{'holistic': '3', 'line1': '4', 'line2': '2', 'line3': '3', 'line4': '3'}"
108,费墨娟,晓对菱花镜|容光瘦几多|生来原弱质|小病不胜磨,淸,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '2', 'line4': '1'}",病后得句,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '3', 'line4': '2'}"
109,宋祁,肆威矜逐逐|索党恣狺狺|盗跖真知道|馀财欲污人,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '2'}",古意,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}"
110,叶颙,忍把连城价放低|临刑刖足未心灰|丈夫自古惭轻献|女子从来耻自媒,元,"{'holistic': '3', 'line1': '2', 'line2': '3', 'line3': '3', 'line4': '3'}",题卞和泣玉圗手巻二首,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}"
111,方岳,从来人说天难做|才怨春阴又怨晴|昨夜雷驱三尺水|更愁桥断不通行,宋,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '3', 'line4': '2'}",独立,"{'holistic': '1', 'line1': '3', 'line2': '2', 'line3': '3', 'line4': '1'}"
112,张耒,花枝袅袅水溶溶|杨柳轻明二月风|景物可怜人寂寞|年年寒食醉眠中,宋,"{'holistic': '2', 'line1': '4', 'line2': '4', 'line3': '2', 'line4': '3'}",寒食离白沙,"{'holistic': '1', 'line1': '4', 'line2': '4', 'line3': '2', 'line4': '1'}"
113,刘季孙,从来英杰自消磨|好笑人间事更多|艮上巽宫为进发|千车安稳渡银河,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '3', 'line4': '3'}",诗三首,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '3', 'line4': '3'}"
114,李梦阳,云寂露凉丛蕙悲|意衔情恨隔年期|残机夜歇金萤度|怨女啼春玉箸垂,明,"{'holistic': '2', 'line1': '2', 'line2': '1', 'line3': '2', 'line4': '2'}",七夕,"{'holistic': '1', 'line1': '2', 'line2': '1', 'line3': '2', 'line4': '1'}"
115,白玉蟾,秋暮何聊饮不多|素空皓月舞傞傞|也知落叶风前拍|似应寒蛩砌下歌,宋,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '2'}",蟋蟀,"{'holistic': '2', 'line1': '2', 'line2': '3', 'line3': '3', 'line4': '2'}"
116,张耒,莫惊客路已经年|尚有青春一半妍|试上芳堤望春野|万丝杨柳拂晴天,宋,"{'holistic': '4', 'line1': '3', 'line2': '4', 'line3': '4', 'line4': '4'}",寒食离白沙,"{'holistic': '4', 'line1': '2', 'line2': '3', 'line3': '3', 'line4': '4'}"
117,司马光,雨馀条甲绕阶生|往往桐君昔未名|采贮不须勤暴篲|秋阳日日满檐楹,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",药轩,"{'holistic': '3', 'line1': '3', 'line2': '2', 'line3': '3', 'line4': '4'}"
118,陈琏,辉辉星斗露华凉|济济衣冠祀素王|六佾舞行分左右|大晟乐韵协宫商,明,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",郡庠祭丁,"{'holistic': '4', 'line1': '2', 'line2': '4', 'line3': '3', 'line4': '4'}"
119,张耒,低檐送雨晚霏微|湿透梅房白渐肥|半捲画帘屏扇掩|朦胧春睡拥春衣,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",残春三绝,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '2', 'line4': '2'}"
120,庞嵩,残冬仲月趋郧楚|隔岁初春望吉山|树杪淡云欣着目|溪边明月笑开颜,明,"{'holistic': '3', 'line1': '3', 'line2': '4', 'line3': '4', 'line4': '4'}",望德安,"{'holistic': '5', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '5'}"
121,李乂,上林花鸟暮春时|上巳陪游乐在兹|此日欣逢临渭赏|昔年空道济汾词,唐,"{'holistic': '5', 'line1': '4', 'line2': '5', 'line3': '5', 'line4': '4'}",奉和三日祓禊渭滨,"{'holistic': '4', 'line1': '3', 'line2': '5', 'line3': '5', 'line4': '3'}"
122,王安石,州桥蹋月想山椒|回首哀湍未觉遥|今夜重闻旧呜咽|却看山月话州桥,宋,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '2', 'line4': '2'}",州桥,"{'holistic': '3', 'line1': '3', 'line2': '2', 'line3': '2', 'line4': '3'}"
123,杨万里,山蜂愁雨损蜂儿|叶底安巢更倒垂|只有荷蜂不愁雨|蜡房仰卧万花枝,宋,"{'holistic': '4', 'line1': '2', 'line2': '3', 'line3': '3', 'line4': '4'}",咏荷花中小莲蓬,"{'holistic': '3', 'line1': '2', 'line2': '3', 'line3': '4', 'line4': '3'}"
124,陆游,东风吹雨送残春|冉冉年光次第新|君看枝头如许绿|争教桃李不成尘,宋,"{'holistic': '5', 'line1': '4', 'line2': '4', 'line3': '5', 'line4': '5'}",晓雨二首,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}"
125,杨万里,虞丞相与赵将军|同策江淮第一勋|大羽进贤今寂寞|凌烟颂里感风云,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '3'}",跋虞丞相与赵撙节使帖还其犹子济二首,"{'holistic': '2', 'line1': '3', 'line2': '4', 'line3': '2', 'line4': '2'}"
126,陆游,文章光焰伏不起|甚者自谓宗晚唐|欧曾不生二苏死|我欲痛哭天茫茫,宋,"{'holistic': '2', 'line1': '2', 'line2': '3', 'line3': '2', 'line4': '1'}",追感往事五首,"{'holistic': '5', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '5'}"
127,李商隐,九庙无尘八马回|奉天城垒长春苔|咸阳原上英雄骨|半向君家养马来,唐,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",浑河中,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '4'}"
128,赵孟坚,点点桃花短短墙|雨声彻夜响回廊|觉来蝴蝶家山梦|一半分明一半忘,宋,"{'holistic': '2', 'line1': '4', 'line2': '2', 'line3': '3', 'line4': '2'}",梦回,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '2', 'line4': '2'}"
129,杨万里,春光唤入百花丛|寒力平欺两鬓蓬|吹乱众红还复整|海棠却不怕东风,宋,"{'holistic': '3', 'line1': '4', 'line2': '2', 'line3': '3', 'line4': '3'}",晓寒二首,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '3', 'line4': '4'}"
130,陆游,竹舆冲雨到天台|緑树阴中小阁开|牓作玉霄君会否|要知散吏按行来,宋,"{'holistic': '3', 'line1': '3', 'line2': '4', 'line3': '3', 'line4': '3'}",天台院有小阁下临官道予为名曰玉霄,"{'holistic': '4', 'line1': '4', 'line2': '3', 'line3': '3', 'line4': '4'}"
131,耶律铸,倾危花界总花神|谁计还丹与反真|难说玉皇惆怅事|分明羞杀月中人,元,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '3'}",又美人二首,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '4'}"
132,道会,去住俱为客|分悲损性情|共作无期别|谁能访死生,唐,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '2', 'line4': '2'}",别三辅诸僧,"{'holistic': '4', 'line1': '3', 'line2': '4', 'line3': '4', 'line4': '5'}"
133,寇准,金甲珠襦锁绣扃|杜城残月葬娥英|春风候馆花如雪|空有莺传度曲声,宋,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '3', 'line4': '2'}",无题,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '2', 'line4': '2'}"
134,权德舆,清斋独向丘园拜|盛服想君兴庆朝|明日一阳生百福|不辞相望阻寒宵,唐,"{'holistic': '4', 'line1': '3', 'line2': '4', 'line3': '4', 'line4': '3'}",冬至宿斋时郡君南内朝谒因寄,"{'holistic': '4', 'line1': '3', 'line2': '4', 'line3': '4', 'line4': '3'}"
135,文天祥,名贤慎出处|志士怀感伤|犹残数行泪|引古惜兴亡,宋,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '1', 'line4': '2'}",第一百八十三,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '3', 'line4': '2'}"
136,范成大,藓墙莎砌响幽虫|睡起翻书觉梦中|残暑一窗风不动|秋阳入竹碎青红,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",晚思,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '2', 'line4': '2'}"
137,王守仁,良知即是独知时|此知之外更无知|谁人不有良知在|知得良知却是谁,明,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",答人问良知二首,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}"
138,王维,朱实山下开|清香寒更发|幸与丛桂花|窗前向秋月,唐,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '3'}",山茱萸,"{'holistic': '3', 'line1': '3', 'line2': '2', 'line3': '3', 'line4': '2'}"
139,刘克庄,才入中年会面难|安知白首此团栾|不妨时驾柴车出|只作初骑竹马看,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '3', 'line4': '3'}",三月二十五日饮方校书园十绝,"{'holistic': '3', 'line1': '2', 'line2': '2', 'line3': '3', 'line4': '3'}"
140,姜桂,暖风晴日值良辰|窗外梅花数点新|更想林泉清淑致|山光树色写初春,淸,"{'holistic': '4', 'line1': '5', 'line2': '4', 'line3': '4', 'line4': '4'}",题画,"{'holistic': '4', 'line1': '4', 'line2': '3', 'line3': '3', 'line4': '4'}"
141,郑谷,骚雅荒凉我未安|月和馀雪夜吟寒|相门相客应相笑|得句胜于得好官,唐,"{'holistic': '4', 'line1': '2', 'line2': '2', 'line3': '4', 'line4': '4'}",静吟,"{'holistic': '4', 'line1': '2', 'line2': '2', 'line3': '3', 'line4': '4'}"
142,苏辙,严公钓濑不容看|犹喜桐君有故山|多病未须寻药录|从今学取衲僧閒,宋,"{'holistic': '4', 'line1': '3', 'line2': '4', 'line3': '3', 'line4': '3'}",舟过严陵滩将谒祠登台舟人夜解及明已远至桐庐望桐君山寺缥缈可爱遂以小舟游之二绝,"{'holistic': '3', 'line1': '3', 'line2': '4', 'line3': '4', 'line4': '3'}"
143,王安石,云与渊明出|风随禦寇还|燎炉无伏火|蕙帐冷空山,宋,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '2'}",题定林壁怀李叔时,"{'holistic': '3', 'line1': '3', 'line2': '4', 'line3': '3', 'line4': '2'}"
144,苏轼,不用相催已白头|一生判却见花羞|扬州何逊吟情苦|不枉清香与破愁,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '2', 'line4': '2'}",忆黄州梅花五绝,"{'holistic': '3', 'line1': '2', 'line2': '2', 'line3': '3', 'line4': '3'}"
145,张孝祥,庐山突兀上霄汉|使君豪气与相酬|庐山虽好不足恋|归矣当为苍生谋,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",次江州王知府叔坚韵,"{'holistic': '4', 'line1': '4', 'line2': '5', 'line3': '3', 'line4': '4'}"
146,李曾伯,宜琴宜弈尤宜酒|种竹种梅仍种莲|意得无时不堪适|可人不只是荷天,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}",和傅山父小园十咏,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '4'}"
147,谢榛,郎官才转汉西曹|白舫归心日夜劳|啼杀樯乌孤月惨|九江寒色起风涛,明,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '2', 'line4': '2'}",送钟季烈奔丧豫章,"{'holistic': '4', 'line1': '3', 'line2': '4', 'line3': '4', 'line4': '3'}"
148,晏殊,惨惨高槐落|凄凄馀菊寒|粉墙多记墨|聊为拂尘看,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '3', 'line4': '3'}",中书即事,"{'holistic': '2', 'line1': '4', 'line2': '4', 'line3': '3', 'line4': '2'}"
149,陆游,漱罢寒泉弄月明|浩然风露欲三更|曲阑干畔踟躇久|静听空廊络纬声,宋,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '2'}",秋暑夜起追凉二首,"{'holistic': '2', 'line1': '3', 'line2': '4', 'line3': '3', 'line4': '2'}"
150,王恭,娇鸟双飞恋浅红|乐游原上晓嘶骢|别来已少看花伴|空对芳菲落画中,明,"{'holistic': '2', 'line1': '4', 'line2': '4', 'line3': '2', 'line4': '2'}",钱舜举羽毛,"{'holistic': '2', 'line1': '3', 'line2': '4', 'line3': '3', 'line4': '2'}"
151,米芾,侠少场中酒作雠|不胜杯勺鬓今秋|道言禅语须蔬食|作意丹阳十日留,宋,"{'holistic': '3', 'line1': '3', 'line2': '2', 'line3': '3', 'line4': '3'}",杂咏三首,"{'holistic': '3', 'line1': '5', 'line2': '3', 'line3': '2', 'line4': '3'}"
152,范成大,十口啼号责望深|宁容安稳坐毡针|长鸣大咤欺风雪|不是甘心是苦心,宋,"{'holistic': '2', 'line1': '2', 'line2': '2', 'line3': '2', 'line4': '2'}",墙外卖药者九年无一日不过吟唱之声甚适雪中呼问之家有十口一日不出即饥寒矣,"{'holistic': '4', 'line1': '5', 'line2': '5', 'line3': '5', 'line4': '3'}"
153,朱淑真,小小琼英舒嫩白|未饶深紫与轻红|无言路侧谁知味|惟有寻芳蝶与蜂,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '3', 'line4': '3'}",李花二首,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '2', 'line4': '3'}"
154,李商隐,孤鹤不睡云无心|衲衣筇杖来西林|院门昼锁回廊静|秋日当阶柿叶阴,唐,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",华师,"{'holistic': '2', 'line1': '2', 'line2': '3', 'line3': '2', 'line4': '2'}"
155,梅尧臣,江南二月草青青|送子归时已满汀|谁信而今有忠义|祇知七日哭秦庭,宋,"{'holistic': '2', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '2'}",走笔送王琪,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '3', 'line4': '4'}"
156,黄庭坚,白白红红相间开|三三五五踏青来|戏随胡蝶不知远|惊见行人笑却回,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '3', 'line4': '4'}",行迈杂篇六首,"{'holistic': '2', 'line1': '3', 'line2': '4', 'line3': '3', 'line4': '2'}"
157,曾巩,云帆十幅顺风行|卧听随船白浪声|好在西湖波上月|酒醒还到纸窗明,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '4', 'line4': '3'}",离齐州后五首,"{'holistic': '2', 'line1': '3', 'line2': '2', 'line3': '3', 'line4': '2'}"
158,张籍,终日不离尘土间|若为能见此身闲|今朝暂共游僧语|更恨趋时别旧山,唐,"{'holistic': '2', 'line1': '2', 'line2': '3', 'line3': '3', 'line4': '2'}",闲游,"{'holistic': '3', 'line1': '3', 'line2': '2', 'line3': '3', 'line4': '4'}"
159,赵孟頫,醉里春归寻不得|眼明忽见折枝花|向来飞盖西园夜|万烛高烧照烂霞,元,"{'holistic': '4', 'line1': '3', 'line2': '4', 'line3': '3', 'line4': '4'}",题舜举折枝桃,"{'holistic': '3', 'line1': '2', 'line2': '3', 'line3': '3', 'line4': '4'}"
160,陈吾德,昨夜欢声满玉堂|争言宝婺下祥光|卢家祇谓添丁喜|未识传书是女郎,明,"{'holistic': '5', 'line1': '5', 'line2': '5', 'line3': '5', 'line4': '4'}",隆之生女赋赠二首,"{'holistic': '3', 'line1': '5', 'line2': '5', 'line3': '4', 'line4': '3'}"
161,司马光,黄鸡白酒田间乐|藜杖葛巾林下风|更若食芹仍暴背|野怀并在一轩中,宋,"{'holistic': '3', 'line1': '4', 'line2': '3', 'line3': '3', 'line4': '3'}",野轩,"{'holistic': '4', 'line1': '4', 'line2': '3', 'line3': '3', 'line4': '4'}"
162,杨万里,过了重湖雪浪堆|章江欲尽淦江来|到家无此江山景|画舫行迟不用催,宋,"{'holistic': '3', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '3'}",自金陵西归至豫章发南浦亭宿黄家渡,"{'holistic': '4', 'line1': '3', 'line2': '3', 'line3': '3', 'line4': '4'}"
163,王安石,庵成有兴亦寻春|风暖荒莱步始匀|若遇好花须一笑|岂妨迦叶杜多身,宋,"{'holistic': '4', 'line1': '4', 'line2': '4', 'line3': '4', 'line4': '4'}",又次叶致远韵二首,"{'holistic': '3', 'line1': '4', 'line2': '3', 'line3': '3', 'line4': '3'}"
